,Median of games,Mean of games,Std of games,Median of games_starts,Mean of games_starts,Std of games_starts,Median of minutes,Mean of minutes,Std of minutes,Median of assists,Mean of assists,Std of assists,Median of non-Penalty Goals,Mean of non-Penalty Goals,Std of non-Penalty Goals,Median of Penalty Goals,Mean of Penalty Goals,Std of Penalty Goals,Median of cards_yellow,Mean of cards_yellow,Std of cards_yellow,Median of cards_red,Mean of cards_red,Std of cards_red,Median of xg,Mean of xg,Std of xg,Median of npxg,Mean of npxg,Std of npxg,Median of xg_assist,Mean of xg_assist,Std of xg_assist,Median of progressive_carries,Mean of progressive_carries,Std of progressive_carries,Median of progressive_passes,Mean of progressive_passes,Std of progressive_passes,Median of progressive_passes_received,Mean of progressive_passes_received,Std of progressive_passes_received,Median of goals_per90,Mean of goals_per90,Std of goals_per90,Median of assists_per90,Mean of assists_per90,Std of assists_per90,Median of goals_assists_per90,Mean of goals_assists_per90,Std of goals_assists_per90,Median of goals_pens_per90,Mean of goals_pens_per90,Std of goals_pens_per90,Median of goals_assists_pens_per90,Mean of goals_assists_pens_per90,Std of goals_assists_pens_per90,Median of xg_per90,Mean of xg_per90,Std of xg_per90,Median of xg_assist_per90,Mean of xg_assist_per90,Std of xg_assist_per90,Median of xg_xg_assist_per90,Mean of xg_xg_assist_per90,Std of xg_xg_assist_per90,Median of npxg_per90,Mean of npxg_per90,Std of npxg_per90,Median of npxg_xg_assist_per90,Mean of npxg_xg_assist_per90,Std of npxg_xg_assist_per90,Median of goals,Mean of goals,Std of goals,Median of shots,Mean of shots,Std of shots,Median of shots_on_target,Mean of shots_on_target,Std of shots_on_target,Median of shots_on_target_pct,Mean of shots_on_target_pct,Std of shots_on_target_pct,Median of shots_per90,Mean of shots_per90,Std of shots_per90,Median of shots_on_target_per90,Mean of shots_on_target_per90,Std of shots_on_target_per90,Median of goals_per_shot,Mean of goals_per_shot,Std of goals_per_shot,Median of goals_per_shot_on_target,Mean of goals_per_shot_on_target,Std of goals_per_shot_on_target,Median of average_shot_distance,Mean of average_shot_distance,Std of average_shot_distance,Median of shots_free_kicks,Mean of shots_free_kicks,Std of shots_free_kicks,Median of pens_made,Mean of pens_made,Std of pens_made,Median of pens_att,Mean of pens_att,Std of pens_att,Median of npxg_per_shot,Mean of npxg_per_shot,Std of npxg_per_shot,Median of xg_net,Mean of xg_net,Std of xg_net,Median of npxg_net,Mean of npxg_net,Std of npxg_net,Median of passes_completed,Mean of passes_completed,Std of passes_completed,Median of passes,Mean of passes,Std of passes,Median of passes_pct,Mean of passes_pct,Std of passes_pct,Median of passes_total_distance,Mean of passes_total_distance,Std of passes_total_distance,Median of passes_progressive_distance,Mean of passes_progressive_distance,Std of passes_progressive_distance,Median of passes_completed_short,Mean of passes_completed_short,Std of passes_completed_short,Median of passes_short,Mean of passes_short,Std of passes_short,Median of passes_pct_short,Mean of passes_pct_short,Std of passes_pct_short,Median of passes_completed_medium,Mean of passes_completed_medium,Std of passes_completed_medium,Median of passes_medium,Mean of passes_medium,Std of passes_medium,Median of passes_pct_medium,Mean of passes_pct_medium,Std of passes_pct_medium,Median of passes_completed_long,Mean of passes_completed_long,Std of passes_completed_long,Median of passes_long,Mean of passes_long,Std of passes_long,Median of passes_pct_long,Mean of passes_pct_long,Std of passes_pct_long,Median of pass_xa,Mean of pass_xa,Std of pass_xa,Median of xg_assist_net,Mean of xg_assist_net,Std of xg_assist_net,Median of assisted_shots,Mean of assisted_shots,Std of assisted_shots,Median of passes_into_final_third,Mean of passes_into_final_third,Std of passes_into_final_third,Median of passes_into_penalty_area,Mean of passes_into_penalty_area,Std of passes_into_penalty_area,Median of crosses_into_penalty_area,Mean of crosses_into_penalty_area,Std of crosses_into_penalty_area,Median of passes_live,Mean of passes_live,Std of passes_live,Median of passes_dead,Mean of passes_dead,Std of passes_dead,Median of passes_free_kicks,Mean of passes_free_kicks,Std of passes_free_kicks,Median of through_balls,Mean of through_balls,Std of through_balls,Median of passes_switches,Mean of passes_switches,Std of passes_switches,Median of crosses,Mean of crosses,Std of crosses,Median of throw_ins,Mean of throw_ins,Std of throw_ins,Median of corner_kicks,Mean of corner_kicks,Std of corner_kicks,Median of corner_kicks_in,Mean of corner_kicks_in,Std of corner_kicks_in,Median of corner_kicks_out,Mean of corner_kicks_out,Std of corner_kicks_out,Median of corner_kicks_straight,Mean of corner_kicks_straight,Std of corner_kicks_straight,Median of passes_offsides,Mean of passes_offsides,Std of passes_offsides,Median of passes_blocked,Mean of passes_blocked,Std of passes_blocked,Median of sca,Mean of sca,Std of sca,Median of sca_per90,Mean of sca_per90,Std of sca_per90,Median of sca_passes_live,Mean of sca_passes_live,Std of sca_passes_live,Median of sca_passes_dead,Mean of sca_passes_dead,Std of sca_passes_dead,Median of sca_take_ons,Mean of sca_take_ons,Std of sca_take_ons,Median of sca_shots,Mean of sca_shots,Std of sca_shots,Median of sca_fouled,Mean of sca_fouled,Std of sca_fouled,Median of sca_defense,Mean of sca_defense,Std of sca_defense,Median of gca,Mean of gca,Std of gca,Median of gca_per90,Mean of gca_per90,Std of gca_per90,Median of gca_passes_live,Mean of gca_passes_live,Std of gca_passes_live,Median of gca_passes_dead,Mean of gca_passes_dead,Std of gca_passes_dead,Median of gca_take_ons,Mean of gca_take_ons,Std of gca_take_ons,Median of gca_shots,Mean of gca_shots,Std of gca_shots,Median of gca_fouled,Mean of gca_fouled,Std of gca_fouled,Median of gca_defense,Mean of gca_defense,Std of gca_defense,Median of tackles,Mean of tackles,Std of tackles,Median of tackles_won,Mean of tackles_won,Std of tackles_won,Median of tackles_def_3rd,Mean of tackles_def_3rd,Std of tackles_def_3rd,Median of tackles_mid_3rd,Mean of tackles_mid_3rd,Std of tackles_mid_3rd,Median of tackles_att_3rd,Mean of tackles_att_3rd,Std of tackles_att_3rd,Median of challenge_tackles,Mean of challenge_tackles,Std of challenge_tackles,Median of challenges,Mean of challenges,Std of challenges,Median of challenge_tackles_pct,Mean of challenge_tackles_pct,Std of challenge_tackles_pct,Median of challenges_lost,Mean of challenges_lost,Std of challenges_lost,Median of blocks,Mean of blocks,Std of blocks,Median of blocked_shots,Mean of blocked_shots,Std of blocked_shots,Median of blocked_passes,Mean of blocked_passes,Std of blocked_passes,Median of interceptions,Mean of interceptions,Std of interceptions,Median of tackles_interceptions,Mean of tackles_interceptions,Std of tackles_interceptions,Median of clearances,Mean of clearances,Std of clearances,Median of errors,Mean of errors,Std of errors,Median of touches,Mean of touches,Std of touches,Median of touches_def_pen_area,Mean of touches_def_pen_area,Std of touches_def_pen_area,Median of touches_def_3rd,Mean of touches_def_3rd,Std of touches_def_3rd,Median of touches_mid_3rd,Mean of touches_mid_3rd,Std of touches_mid_3rd,Median of touches_att_3rd,Mean of touches_att_3rd,Std of touches_att_3rd,Median of touches_att_pen_area,Mean of touches_att_pen_area,Std of touches_att_pen_area,Median of touches_live_ball,Mean of touches_live_ball,Std of touches_live_ball,Median of take_ons,Mean of take_ons,Std of take_ons,Median of take_ons_won,Mean of take_ons_won,Std of take_ons_won,Median of take_ons_won_pct,Mean of take_ons_won_pct,Std of take_ons_won_pct,Median of take_ons_tackled,Mean of take_ons_tackled,Std of take_ons_tackled,Median of take_ons_tackled_pct,Mean of take_ons_tackled_pct,Std of take_ons_tackled_pct,Median of carries,Mean of carries,Std of carries,Median of carries_distance,Mean of carries_distance,Std of carries_distance,Median of carries_progressive_distance,Mean of carries_progressive_distance,Std of carries_progressive_distance,Median of carries_into_final_third,Mean of carries_into_final_third,Std of carries_into_final_third,Median of carries_into_penalty_area,Mean of carries_into_penalty_area,Std of carries_into_penalty_area,Median of miscontrols,Mean of miscontrols,Std of miscontrols,Median of dispossessed,Mean of dispossessed,Std of dispossessed,Median of passes_received,Mean of passes_received,Std of passes_received,Median of minutes_per_game,Mean of minutes_per_game,Std of minutes_per_game,Median of minutes_pct,Mean of minutes_pct,Std of minutes_pct,Median of minutes_per_start,Mean of minutes_per_start,Std of minutes_per_start,Median of games_complete,Mean of games_complete,Std of games_complete,Median of games_subs,Mean of games_subs,Std of games_subs,Median of minutes_per_sub,Mean of minutes_per_sub,Std of minutes_per_sub,Median of unused_subs,Mean of unused_subs,Std of unused_subs,Median of points_per_game,Mean of points_per_game,Std of points_per_game,Median of on_goals_for,Mean of on_goals_for,Std of on_goals_for,Median of on_goals_against,Mean of on_goals_against,Std of on_goals_against,Median of plus_minus,Mean of plus_minus,Std of plus_minus,Median of plus_minus_per90,Mean of plus_minus_per90,Std of plus_minus_per90,Median of plus_minus_wowy,Mean of plus_minus_wowy,Std of plus_minus_wowy,Median of on_xg_for,Mean of on_xg_for,Std of on_xg_for,Median of on_xg_against,Mean of on_xg_against,Std of on_xg_against,Median of xg_plus_minus,Mean of xg_plus_minus,Std of xg_plus_minus,Median of xg_plus_minus_per90,Mean of xg_plus_minus_per90,Std of xg_plus_minus_per90,Median of xg_plus_minus_wowy,Mean of xg_plus_minus_wowy,Std of xg_plus_minus_wowy,Median of cards_yellow_red,Mean of cards_yellow_red,Std of cards_yellow_red,Median of fouls,Mean of fouls,Std of fouls,Median of fouled,Mean of fouled,Std of fouled,Median of offsides,Mean of offsides,Std of offsides,Median of pens_won,Mean of pens_won,Std of pens_won,Median of pens_conceded,Mean of pens_conceded,Std of pens_conceded,Median of own_goals,Mean of own_goals,Std of own_goals,Median of ball_recoveries,Mean of ball_recoveries,Std of ball_recoveries,Median of aerials_won,Mean of aerials_won,Std of aerials_won,Median of aerials_lost,Mean of aerials_lost,Std of aerials_lost,Median of aerials_won_pct,Mean of aerials_won_pct,Std of aerials_won_pct,Median of gk_goals_against,Mean of gk_goals_against,Std of gk_goals_against,Median of gk_goals_against_per90,Mean of gk_goals_against_per90,Std of gk_goals_against_per90,Median of gk_shots_on_target_against,Mean of gk_shots_on_target_against,Std of gk_shots_on_target_against,Median of gk_saves,Mean of gk_saves,Std of gk_saves,Median of gk_save_pct,Mean of gk_save_pct,Std of gk_save_pct,Median of gk_wins,Mean of gk_wins,Std of gk_wins,Median of gk_ties,Mean of gk_ties,Std of gk_ties,Median of gk_losses,Mean of gk_losses,Std of gk_losses,Median of gk_clean_sheets,Mean of gk_clean_sheets,Std of gk_clean_sheets,Median of gk_clean_sheets_pct,Mean of gk_clean_sheets_pct,Std of gk_clean_sheets_pct,Median of gk_pens_att,Mean of gk_pens_att,Std of gk_pens_att,Median of gk_pens_allowed,Mean of gk_pens_allowed,Std of gk_pens_allowed,Median of gk_pens_saved,Mean of gk_pens_saved,Std of gk_pens_saved,Median of gk_pens_missed,Mean of gk_pens_missed,Std of gk_pens_missed,Median of gk_pens_save_pct,Mean of gk_pens_save_pct,Std of gk_pens_save_pct
all,23.0,22.657200811359026,10.136975196396461,16.0,16.941176470588236,11.167178800079329,1419.0,1518.369168356998,949.2410584329765,1.0,1.7363083164300204,2.473321094819899,1.0,2.22920892494929,3.3523136627191548,0.0,0.1947261663286004,0.8425984394403214,3.0,3.3204868154158214,2.842535183000222,0.0,0.11764705882352941,0.3408993085853566,1.1,2.436105476673428,3.571390759400564,1.1,2.2638945233265724,3.1127254293638167,1.0,1.7545638945233266,2.193422461818703,17.0,28.851926977687626,32.30420039482681,44.0,59.33265720081136,57.58096887040903,30.0,58.65314401622718,71.19981741016905,0.07,0.13833671399594322,0.19253146773460703,0.05,0.0996551724137931,0.13771539949751757,0.15,0.2379107505070994,0.26520642394725447,0.07,0.1299797160243408,0.18093198087000875,0.15,0.22947261663286006,0.25253214751614284,0.08,0.14898580121703855,0.17755849202633964,0.07,0.10456389452332658,0.10638203166524234,0.17,0.2536713995943205,0.24002563703998744,0.08,0.14127789046653144,0.16532116396298874,0.17,0.2461663286004057,0.22747935831065724,1.0,2.4239350912778903,3.81599052286232,12.0,20.981744421906694,23.096423706013834,4.0,7.178498985801217,9.088799961174573,28.9,28.146855983772824,20.085392278500553,1.04,1.302758620689655,1.100358818302457,0.29,0.44713995943204865,0.47128493129857657,0.07,0.08391480730223125,0.10866470042151008,0.21,0.23578093306288034,0.25837053629614365,15.7,14.778904665314402,6.785982175216512,0.0,0.5740365111561866,1.8126406126240646,0.0,0.1947261663286004,0.8425984394403214,0.0,0.21703853955375255,0.9280814158064703,0.08,0.09085192697768764,0.07351292943451129,-0.1,-0.012170385395537548,1.3844864752600883,-0.1,-0.03468559837728197,1.3617576490892744,494.0,634.8782961460446,549.8324591414608,627.0,786.393509127789,634.0482042586641,78.7,78.23569979716024,8.287743384888321,7596.0,10789.133874239351,9776.107503555066,2329.0,3816.693711967546,4159.294326470339,244.0,305.17444219066937,263.72665002012326,276.0,341.44016227180526,283.27079708518215,88.6,88.0314401622718,6.849414353560288,174.0,259.0770791075051,254.61765960616512,212.0,298.8580121703854,275.0010127876839,84.5,82.77931034482758,10.292031506536459,32.0,54.15415821501014,63.75713389026945,60.0,104.23326572008114,132.39444464343464,53.1,53.91501014198783,15.971741364208897,0.9,1.5531440162271806,1.888523117839849,-0.1,-0.0182555780933063,1.1317621519972363,9.0,15.955375253549695,18.48032453255112,29.0,47.29006085192698,50.34925826183157,8.0,13.72210953346856,16.16926026924685,1.0,2.864097363083164,4.382127069019992,567.0,713.7565922920893,584.24025572073,38.0,69.70588235294117,87.24104949712672,8.0,18.906693711967545,27.440464302183585,1.0,2.685598377281947,4.541199778003297,2.0,4.073022312373225,5.939630438798456,10.0,26.6105476673428,42.32268667298634,5.0,27.223123732251523,54.772616748764314,0.0,8.32657200811359,23.06302878111027,0.0,4.064908722109534,11.76306771358281,0.0,2.436105476673428,8.82061947321678,0.0,0.20081135902636918,0.9295506339134634,2.0,2.9310344827586206,3.1175008141208713,12.0,14.728194726166329,13.268764753202378,25.0,37.33265720081136,37.65351893581975,2.11,2.2375253549695744,1.470977898374488,19.0,27.344827586206897,26.96344180033797,0.0,3.109533468559838,7.647477557553742,1.0,2.1683569979716024,3.421900523008607,1.0,2.4259634888438133,2.95031611484702,1.0,1.5578093306288032,2.2620959568601067,0.0,0.7261663286004056,1.1262142989126511,3.0,4.182555780933063,4.962372641710331,0.19,0.24835699797160243,0.26737495811756173,2.0,2.943204868154158,3.540247607523784,0.0,0.2616632860040568,0.8004640880838718,0.0,0.3022312373225152,0.7380037147643541,0.0,0.3306288032454361,0.722894342085407,0.0,0.26369168356997974,0.6371303824649746,0.0,0.08113590263691683,0.2947872455022771,21.0,27.11156186612576,23.82707280745741,13.0,15.922920892494929,14.230325956101638,9.0,13.148073022312373,13.150488465793423,7.0,10.123732251521298,9.578245627150032,2.0,3.839756592292089,4.012262902548741,9.0,12.596348884381339,12.102935327961934,21.0,25.68559837728195,22.789700807676525,47.5,45.69817444219068,21.79392342572996,10.0,13.089249492900608,12.200399252289618,16.0,18.766734279918865,15.33568653130881,3.0,5.979716024340771,7.950277026446481,11.0,12.787018255578094,10.820095437569918,9.0,12.75050709939148,12.701250848491705,30.0,39.86206896551724,34.85377762036517,18.0,31.525354969574035,36.09762432397903,0.0,0.665314401622718,1.0967217190333602,809.0,959.9513184584179,715.6476781568616,37.0,107.02839756592292,200.98363604076533,176.0,315.1926977687627,348.03982663221,315.0,410.13995943204867,369.20905171390103,172.0,243.5496957403651,239.4545208294029,23.0,40.2393509127789,47.39004725086923,809.0,959.7342799188641,715.534566484872,17.0,28.69371196754564,32.880565790779,8.0,13.089249492900608,15.448450406563422,44.7,43.808113590263694,22.207561498156167,7.0,12.551724137931034,14.897886235896998,41.8,38.7050709939148,21.270675132073684,455.0,549.3833671399594,435.37243318387095,2331.0,2903.2839756592293,2280.486718946523,1150.0,1492.9066937119676,1258.2390486196823,14.0,20.342799188640974,19.981346328305975,3.0,9.198782961460447,16.006510316104084,15.0,21.75659229208925,20.961190962712646,9.0,14.505070993914808,16.067770429978086,511.0,628.421906693712,508.08194685736805,47.0,41.98377281947262,33.04394309352012,18.9,28.651115618661258,29.901321173138935,75.0,52.05070993914807,38.64419024297977,2.0,6.632860040567952,9.145676003870348,2.0,4.101419878296146,4.926477535387452,13.0,13.085192697768763,12.85918275440419,3.0,5.0425963488843815,6.307194478400094,1.05,1.023103448275862,0.8527930578043567,11.0,17.88843813387424,20.326144809075785,12.0,18.156186612576064,19.490511222257418,0.0,-0.26774847870182555,13.075038062156926,0.0,-0.26839756592292086,2.7969117093524356,0.0,-0.19825557809330627,2.724402410717382,10.2,16.862677484787017,18.515715872736838,11.3,17.08600405679513,18.299396532987863,0.0,-0.22231237322515213,10.101178648515058,0.0,-0.20356997971602436,2.4131446932667893,0.0,-0.16711967545638948,2.425898756399179,0.0,0.058823529411764705,0.2440100193158927,14.0,16.904665314401623,13.679588324477777,12.0,16.373225152129816,15.708428591202066,1.0,2.920892494929006,4.647736315710088,0.0,0.19066937119675456,0.5448895597571377,0.0,0.2150101419878296,0.4711362431961996,0.0,0.09939148073022312,0.3316925596918279,62.0,74.18052738336714,55.842238090945585,12.0,20.488843813387422,23.827171952500183,16.0,20.44421906693712,20.974709704878983,46.7,47.750507099391484,22.052942228219557,0.0,2.5172413793103448,10.706458753538032,0.0,0.12841784989858013,0.48182698950018854,0.0,7.387423935091278,31.42933104046624,0.0,4.95131845841785,21.22492933535126,0.0,5.019675456389452,17.78797433067538,0.0,0.6044624746450304,2.77908498955653,0.0,0.332657200811359,1.4295404195445687,0.0,0.6024340770791075,2.756395769925358,0.0,0.3184584178498986,1.5335025722245934,0.0,1.5119675456389452,6.615653307260849,0.0,0.21703853955375255,1.0435407949802953,0.0,0.1947261663286004,0.9745817197758475,0.0,0.016227180527383367,0.1416380833606955,0.0,0.006085192697768763,0.07784893154107365,0.0,0.5718052738336713,5.7121746484186895
Arsenal,27.0,26.80952380952381,10.191266102006402,18.0,19.857142857142858,13.093073414159543,1649.0,1781.5714285714287,1102.7458715147643,2.0,2.9523809523809526,3.138091625115342,2.0,3.619047619047619,3.980906812224955,0.0,0.47619047619047616,1.3645163106041502,2.0,2.9523809523809526,2.765432886117298,0.0,0.09523809523809523,0.30079260375911915,1.6,3.7142857142857144,4.28780663210058,1.6,3.342857142857143,3.6045209707492933,1.4,2.6619047619047618,3.0691165162756837,17.0,38.95238095238095,42.665531978959535,72.0,99.61904761904762,94.09648037545092,37.0,98.85714285714286,130.50259986463325,0.12,0.18285714285714288,0.1888423378679383,0.17,0.16238095238095238,0.15148943071728674,0.25,0.34523809523809523,0.28076002293095514,0.12,0.15571428571428572,0.1764531503989495,0.25,0.31857142857142856,0.24063012517732926,0.12,0.1980952380952381,0.18162100780523843,0.13,0.13904761904761903,0.12509615349421266,0.24,0.33714285714285713,0.2679392255184533,0.12,0.1757142857142857,0.16512333053119505,0.24,0.31523809523809526,0.23348702421374615,2.0,4.095238095238095,4.742412486327628,17.0,30.714285714285715,29.866608205725097,5.0,9.904761904761905,10.143494279116846,30.4,26.04285714285714,13.041340860071537,1.34,1.631904761904762,1.2234198749718719,0.3,0.5038095238095238,0.436800597418046,0.1,0.09380952380952381,0.0866300288858425,0.32,0.2914285714285714,0.2447097405966039,15.6,14.704761904761906,6.480623132884383,0.0,0.2857142857142857,0.9561828874675149,0.0,0.47619047619047616,1.3645163106041502,0.0,0.47619047619047616,1.3645163106041502,0.09,0.09000000000000001,0.05079370039680117,0.2,0.38095238095238093,1.5422772278741093,0.0,0.2761904761904762,1.5639388613065288,699.0,900.6666666666666,735.4736795653081,785.0,1064.6190476190477,820.1657439926686,83.7,82.6952380952381,6.260149853675725,9583.0,14610.142857142857,12197.281058849609,2564.0,4839.476190476191,4680.440434607064,306.0,457.95238095238096,352.2054054370086,342.0,501.6190476190476,378.55679576392185,90.9,91.06190476190476,4.507158327646834,229.0,368.4761904761905,350.73830971931466,267.0,413.76190476190476,375.5260183744802,85.9,87.3,6.812194947298557,37.0,55.80952380952381,50.00461883428275,60.0,102.47619047619048,102.65067902728119,54.3,55.60476190476191,13.161173055259026,0.9,2.742857142857143,3.225921795172882,0.4,0.2904761904761905,1.2848753876951502,9.0,24.38095238095238,28.935231449698463,43.0,72.76190476190476,70.97246280206484,14.0,26.0,30.35786553761644,2.0,3.238095238095238,3.9357942261348207,759.0,988.3809523809524,777.2768153103807,49.0,72.0952380952381,66.18074097643873,7.0,20.904761904761905,22.549733395108603,3.0,4.9523809523809526,8.315504737995106,2.0,3.0476190476190474,3.9809068122249545,12.0,31.666666666666668,45.585450895360616,6.0,26.095238095238095,51.21123388662371,0.0,12.619047619047619,27.922170743830414,0.0,10.333333333333334,23.29449148046236,0.0,0.047619047619047616,0.21821789023599236,0.0,0.0,0.0,3.0,4.142857142857143,4.016039271293475,11.0,15.047619047619047,13.6179153708495,28.0,56.333333333333336,59.484731934617756,2.86,2.7561904761904765,1.6675145462348333,25.0,44.0,46.29362807125836,1.0,3.9047619047619047,7.006459604570357,1.0,2.761904761904762,3.9230697407102246,1.0,3.142857142857143,3.290679478249352,1.0,1.5714285714285714,2.0389072703639215,0.0,0.9523809523809523,1.4309504001254019,5.0,7.238095238095238,6.985017980683814,0.38,0.40904761904761905,0.347417684666523,3.0,4.9523809523809526,5.324248214313364,0.0,0.7619047619047619,1.1791845447071425,0.0,0.38095238095238093,0.6690433824641326,0.0,0.5238095238095238,0.7496030695673289,0.0,0.6190476190476191,1.0235326314383182,0.0,0.0,0.0,24.0,28.952380952380953,22.45545855794575,15.0,16.476190476190474,13.117236933207572,9.0,12.19047619047619,9.983080925340872,9.0,11.666666666666666,10.532489417670133,4.0,5.095238095238095,4.979003533888703,11.0,12.904761904761905,10.241605156931028,22.0,25.80952380952381,20.45634143149514,50.0,53.54761904761905,24.91219819782307,7.0,12.904761904761905,12.189769324744262,18.0,19.523809523809526,15.065254885394564,1.0,5.0476190476190474,8.668772637900883,15.0,14.476190476190476,11.156249583166593,12.0,13.857142857142858,12.084228209884628,36.0,42.80952380952381,33.2905678047387,9.0,24.476190476190474,28.94584434356519,0.0,0.8571428571428571,1.2761549390929883,912.0,1251.4285714285713,909.0056969804189,25.0,93.95238095238095,173.76233084028198,182.0,318.2857142857143,372.35415169662645,389.0,536.6666666666666,488.0376351607869,239.0,405.42857142857144,369.7405267790605,31.0,70.28571428571429,78.20431117089572,912.0,1250.952380952381,908.7142827198479,14.0,31.857142857142858,36.87720937691153,8.0,13.428571428571429,15.078366717159483,40.2,38.93333333333334,18.807746630931984,6.0,14.476190476190476,17.543144095683214,43.5,41.74285714285715,20.199271556879754,591.0,769.3333333333334,566.7703532590016,3077.0,3833.904761904762,2933.0779721098775,1532.0,1961.5238095238096,1541.1983849929127,21.0,27.142857142857142,24.15426611239868,6.0,15.571428571428571,23.06636388460788,13.0,24.952380952380953,21.17894282176566,9.0,17.80952380952381,18.473275420506912,650.0,892.6666666666666,667.2956116544851,54.0,45.38095238095238,30.203437205848267,16.2,27.38095238095238,28.831243799871327,75.0,59.19047619047619,34.99802715528269,2.0,5.666666666666667,7.309810759064378,3.0,4.619047619047619,4.631157419870226,20.0,16.904761904761905,12.79024926224959,3.0,5.238095238095238,6.53379493024354,0.68,0.7942857142857143,0.7096800083739954,4.0,14.714285714285714,16.504977604174012,13.0,19.38095238095238,21.453382461691653,-1.0,-4.666666666666667,16.945009098059916,-0.03,-0.8928571428571429,1.8490839430840962,0.0,-0.5861904761904763,1.5370181397448637,5.7,14.97142857142857,16.576614336381926,10.1,17.376190476190477,18.846111130997418,-0.1,-2.4142857142857146,12.167303962434968,-0.04,-0.19952380952380955,0.9151473990045331,0.0,-0.0838095238095238,0.7795157226796403,0.0,0.047619047619047616,0.21821789023599236,15.0,18.38095238095238,13.709398930938551,13.0,18.666666666666668,16.965651574087374,1.0,4.095238095238095,5.290602630180818,0.0,0.42857142857142855,0.6761234037828133,0.0,0.14285714285714285,0.4780914437337574,0.0,0.047619047619047616,0.21821789023599236,59.0,83.0,60.381288492379824,15.0,23.80952380952381,28.002891007213965,16.0,23.61904761904762,24.830376941311602,47.6,46.50476190476191,23.169947695031084,0.0,1.380952380952381,5.2960002877283765,0.0,0.07523809523809524,0.2379625820926275,0.0,3.9523809523809526,15.213402612421032,0.0,2.5714285714285716,9.917516970348116,0.0,6.304761904761904,19.921532977923064,0.0,1.3333333333333333,5.082650227325635,0.0,0.23809523809523808,0.8890872794479687,0.0,0.23809523809523808,1.091089451179962,0.0,0.8571428571428571,3.4969374356101124,0.0,3.9666666666666663,12.80325479451742,0.0,0.14285714285714285,0.6546536707079772,0.0,0.09523809523809523,0.4364357804719847,0.0,0.047619047619047616,0.21821789023599236,0.0,0.0,0.0,0.0,1.5857142857142856,7.266655744858545
